InternalSiteID,Alamat4,Funcloc
END-08-002,Kabupaten Ende,100000012586
END-08-003,Kabupaten Ende,100000058791
ENR-10-001,Kabupaten Enrekang,100000000232
ENR-10-002,Kabupaten Enrekang,100000001736
ENR-10-003,Kabupaten Enrekang,100000001737
ENR-10-004,Kabupaten Enrekang,100000001738
ENR-10-005,Kabupaten Enrekang,100000001739
ENR-10-006,Kabupaten Enrekang,100000057813
GDT-03-001,Kabupaten Pesawaran,100000000233
GDT-03-002,Kabupaten Pesawaran,100000001742
GDT-03-003,Kabupaten Pesawaran,100000014575
GGP-04-001,Kota Adm. Jakarta Barat,100000001743
GGP-04-002,Kota Adm. Jakarta Barat,100000001744
GGP-04-003,Kota Adm. Jakarta Barat,100000006941
GGP-04-004,Kota Adm. Jakarta Barat,100000008266
GGP-04-005,Kota Adm. Jakarta Barat,100000008268
GGP-04-006,Kota Adm. Jakarta Barat,100000008274
GGP-04-007,Kota Adm. Jakarta Barat,100000008277
GGP-04-008,Kota Adm. Jakarta Barat,100000008279
GGP-04-009,Kota Adm. Jakarta Barat,100000008281
GGP-04-010,Kota Adm. Jakarta Barat,100000008284
GGP-04-011,Kota Adm. Jakarta Barat,100000008285
GGP-04-012,Kota Adm. Jakarta Barat,100000012593
GGP-04-013,Kota Adm. Jakarta Barat,100000012594
GGP-04-014,Kota Adm. Jakarta Barat,100000012595
GGP-04-015,Kota Adm. Jakarta Barat,100000012598
GGP-04-016,Kota Adm. Jakarta Barat,100000014576
GGP-04-017,Kota Adm. Jakarta Barat,100000018080
GGP-04-018,Kota Adm. Jakarta Barat,100000018084
GGP-04-019,Kota Adm. Jakarta Barat,100000018085
GGP-04-020,Kota Adm. Jakarta Barat,100000018086
GGP-04-021,Kota Adm. Jakarta Barat,100000018088
GGP-04-022,Kota Adm. Jakarta Barat,100000018605
GIN-08-001,Kabupaten Gianyar,100000000235
GIN-08-002,Kabupaten Gianyar,100000000237
GIN-08-003,Kabupaten Gianyar,100000000238
GIN-08-004,Kabupaten Gianyar,100000000239
GIN-08-005,Kabupaten Gianyar,100000000240
GIN-08-006,Kabupaten Gianyar,100000000241
GIN-08-007,Kabupaten Gianyar,100000001745
GIN-08-008,Kabupaten Gianyar,100000001747
GIN-08-009,Kabupaten Gianyar,100000001749
GIN-08-010,Kabupaten Gianyar,100000001750
GIN-08-011,Kabupaten Gianyar,100000001751
GIN-08-012,Kabupaten Gianyar,100000020664
GNS-03-001,Kabupaten Lampung Tengah,100000000242
GNS-03-002,Kabupaten Lampung Tengah,100000000243
GNS-03-003,Kabupaten Lampung Tengah,100000000244
GNS-03-004,Kabupaten Lampung Tengah,100000001755
GNS-03-005,Kabupaten Lampung Tengah,100000001757
GNS-03-006,Kabupaten Lampung Tengah,100000001758
GNS-03-007,Kabupaten Lampung Tengah,100000001759
GNS-03-008,Kabupaten Lampung Tengah,100000001760
GNS-03-009,Kabupaten Lampung Tengah,100000012602
GNS-03-010,Kabupaten Lampung Tengah,100000014577
GNS-03-011,Kabupaten Lampung Tengah,100000028238
GNS-03-012,Kabupaten Lampung Tengah,100000048219
GNS-03-013,Kabupaten Lampung Tengah,100000048220
GNS-03-014,Kabupaten Lampung Tengah,100000048221
GNS-03-015,Kabupaten Lampung Tengah,100000057185
GNS-03-016,Kabupaten Lampung Tengah,100000058895
GNT-01-001,Kabupaten Padang Lawas Utara,100000000245
GNT-01-002,Kabupaten Padang Lawas Utara,100000005167
GNT-01-003,Kabupaten Padang Lawas Utara,100000005849
GNT-01-004,Kabupaten Padang Lawas Utara,100000005857
GNT-01-005,Kabupaten Padang Lawas Utara,100000012604
GRG-08-001,Kabupaten Lombok Barat,100000000248
GRG-08-002,Kabupaten Lombok Barat,100000000250
GRG-08-003,Kabupaten Lombok Barat,100000000253
GRG-08-004,Kabupaten Lombok Barat,100000001762
GRG-08-005,Kabupaten Lombok Barat,100000001763
GRG-08-006,Kabupaten Lombok Barat,100000001764
GRG-08-007,Kabupaten Lombok Barat,100000001765
GRG-08-008,Kabupaten Lombok Barat,100000001766
GRG-08-009,Kabupaten Lombok Barat,100000001767
GRG-08-010,Kabupaten Lombok Barat,100000001768
GRG-08-011,Kabupaten Lombok Barat,100000001769
GRG-08-012,Kabupaten Lombok Barat,100000001770
GRG-08-013,Kabupaten Lombok Barat,100000001771
GRG-08-014,Kabupaten Lombok Barat,100000001772
GRG-08-015,Kabupaten Lombok Barat,100000001773
GRG-08-016,Kabupaten Lombok Barat,100000001774
GRG-08-017,Kabupaten Lombok Barat,100000001775
GRG-08-018,Kabupaten Lombok Barat,100000001776
GRG-08-019,Kabupaten Lombok Barat,100000001777
GRG-08-020,Kabupaten Lombok Barat,100000001778
GRG-08-021,Kabupaten Lombok Barat,100000001779
GRG-08-022,Kabupaten Lombok Barat,100000005556
GRG-08-023,Kabupaten Lombok Barat,100000005557
GRG-08-024,Kabupaten Lombok Barat,100000012605
GRG-08-025,Kabupaten Lombok Barat,100000014578
GRT-05-001,Kabupaten Garut,100000000254
GRT-05-002,Kabupaten Garut,100000000255
GRT-05-003,Kabupaten Garut,100000001780
GRT-05-004,Kabupaten Garut,100000001782
GRT-05-005,Kabupaten Garut,100000001784
GRT-05-006,Kabupaten Garut,100000001786
GRT-05-007,Kabupaten Garut,100000006239
GRT-05-008,Kabupaten Garut,100000006240
GRT-05-009,Kabupaten Garut,100000006243
GRT-05-010,Kabupaten Garut,100000006247
GRT-05-011,Kabupaten Garut,100000006249
GRT-05-012,Kabupaten Garut,100000007349
GRT-05-013,Kabupaten Garut,100000007351
GRT-05-014,Kabupaten Garut,100000007352
GRT-05-015,Kabupaten Garut,100000007369
GRT-05-016,Kabupaten Garut,100000007383
GRT-05-017,Kabupaten Garut,100000012606
GRT-05-018,Kabupaten Garut,100000014579
GRT-05-019,Kabupaten Garut,100000014580
GRT-05-020,Kabupaten Garut,100000018165
GRT-05-021,Kabupaten Garut,100000018167
GRT-05-022,Kabupaten Garut,100000018180
GRT-05-023,Kabupaten Garut,100000018181
GRT-05-024,Kabupaten Garut,100000048259
GRT-05-025,Kabupaten Garut,100000055546
GRT-05-026,Kabupaten Garut,100000055556
GRT-05-027,Kabupaten Garut,100000055563
GRT-05-028,Kabupaten Garut,100000055566
GRT-05-029,Kabupaten Garut,100000055570
GSK-07-001,Kabupaten Gresik,100000000257
GSK-07-002,Kabupaten Gresik,100000000258
GSK-07-003,Kabupaten Gresik,100000000260
GSK-07-004,Kabupaten Gresik,100000000261
GSK-07-005,Kabupaten Gresik,100000001792
GSK-07-006,Kabupaten Gresik,100000001794
GSK-07-007,Kabupaten Gresik,100000005333
GSK-07-008,Kabupaten Gresik,100000006312
GSK-07-009,Kabupaten Gresik,100000014581
GSK-07-010,Kabupaten Gresik,100000014583
GSK-07-011,Kabupaten Gresik,100000056985
GST-01-001,Kota Gunungsitoli,100000000262
GST-01-002,Kabupaten Nias,100000000263
GST-01-003,Kabupaten Nias,100000000264
GST-01-004,Kabupaten Nias,100000000265
GST-01-005,Kota Gunungsitoli,100000001798
GST-01-006,Kabupaten Nias,100000001799
GST-01-007,Kabupaten Nias,100000001800
GST-01-008,Kabupaten Nias,100000001801
GST-01-009,Kabupaten Nias,100000001802
GST-01-010,Kabupaten Nias,100000001803
GST-01-011,Kabupaten Nias,100000001804
GST-01-012,Kabupaten Nias,100000001805
GST-01-013,Kota Gunungsitoli,100000004872
GST-01-014,Kabupaten Nias,100000004912
GST-01-015,Kota Gunungsitoli,100000005139
GST-01-016,Kota Gunungsitoli,100000005154
GST-01-017,Kabupaten Nias,100000005177
GST-01-018,Kota Gunungsitoli,100000005890
GST-01-019,Kota Gunungsitoli,100000005891
GTO-10-001,Kota Gorontalo,100000001806
GTO-10-002,Kota Gorontalo,100000001807
GTO-10-003,Kota Gorontalo,100000001808
GTO-10-004,Kota Gorontalo,100000001809
GTO-10-005,Kota Gorontalo,100000001810
GTO-10-006,Kota Gorontalo,100000001811
GTO-10-007,Kota Gorontalo,100000001814
GTO-10-008,Kota Gorontalo,100000001815
GTO-10-009,Kota Gorontalo,100000001816
GTO-10-010,Kota Gorontalo,100000001817
GTO-10-011,Kota Gorontalo,100000001818
GTO-10-012,Kota Gorontalo,100000001819
GTO-10-013,Kota Gorontalo,100000001820
GTO-10-014,Kota Gorontalo,100000001822
GTO-10-015,Kota Gorontalo,100000001825
GTO-10-016,Kota Gorontalo,100000031045
IDL-03-001,Kabupaten Ogan Ilir,100000000266
IDL-03-002,Kabupaten Ogan Ilir,100000001826
IDL-03-003,Kabupaten Ogan Ilir,100000001828
IDL-03-004,Kabupaten Ogan Ilir,100000006053
IDL-03-005,Kabupaten Ogan Ilir,100000006054
IDL-03-006,Kabupaten Ogan Ilir,100000006055
IDL-03-007,Kabupaten Ogan Ilir,100000006094
IDL-03-008,Kabupaten Ogan Ilir,100000006103
IDM-05-001,Kabupaten Indramayu,100000000270
IDM-05-002,Kabupaten Indramayu,100000000274
IDM-05-003,Kabupaten Indramayu,100000000275
IDM-05-004,Kabupaten Indramayu,100000000276
IDM-05-005,Kabupaten Indramayu,100000000277
IDM-05-006,Kabupaten Indramayu,100000001831
IDM-05-007,Kabupaten Indramayu,100000001832
IDM-05-008,Kabupaten Indramayu,100000001833
IDM-05-009,Kabupaten Indramayu,100000001835
IDM-05-010,Kabupaten Indramayu,100000001836
IDM-05-011,Kabupaten Indramayu,100000001838
IDM-05-012,Kabupaten Indramayu,100000001839
IDM-05-013,Kabupaten Indramayu,100000001879
IDM-05-014,Kabupaten Indramayu,100000014584
IDM-05-015,Kabupaten Indramayu,100000055551
IDM-05-016,Kabupaten Indramayu,100000055559
JAP-11-001,Kota Jayapura,100000000285
JAP-11-002,Kota Jayapura,100000001886
JAP-11-003,Kota Jayapura,100000001887
JAP-11-004,Kota Jayapura,100000001888
JAP-11-005,Kota Jayapura,100000001889
JAP-11-006,Kota Jayapura,100000001890
JAP-11-007,Kota Jayapura,100000004849
JAP-11-008,Kota Jayapura,100000004919
JAP-11-009,Kota Jayapura,100000012632
JAP-11-010,Kota Jayapura,100000012635
JAP-11-011,Kota Jayapura,100000012636
JAP-11-012,Kota Jayapura,100000014585
JBG-07-001,Kabupaten Jombang,100000000286
JBG-07-002,Kabupaten Jombang,100000000355
JBG-07-003,Kabupaten Jombang,100000001891
JBG-07-004,Kabupaten Jombang,100000001892
JBG-07-005,Kabupaten Jombang,100000001893
JBG-07-006,Kabupaten Jombang,100000006316
JBG-07-007,Kabupaten Jombang,100000006317
JBG-07-008,Kabupaten Jombang,100000006328
JBG-07-009,Kabupaten Jombang,100000006471
JBG-07-010,Kabupaten Jombang,100000009112
JBG-07-011,Kabupaten Jombang,100000035524
JBG-07-012,Kabupaten Jombang,100000049949
JLL-10-001,Kabupaten Halmahera Barat,100000005067
JLL-10-002,Kabupaten Halmahera Barat,100000005650
JLL-10-003,Kabupaten Halmahera Barat,100000012642
JMB-03-001,Kota Jambi,100000000288
JMB-03-002,Kota Jambi,100000000289
JMB-03-003,Kota Jambi,100000000291
JMB-03-004,Kota Jambi,100000001265
JMB-03-005,Kota Jambi,100000001897
JMB-03-006,Kota Jambi,100000001899
JMB-03-007,Kota Jambi,100000001901
JMB-03-008,Kota Jambi,100000001903
JMB-03-009,Kota Jambi,100000001904
JMB-03-010,Kota Jambi,100000006180
JMB-03-011,Kota Jambi,100000006187
JMB-03-012,Kota Jambi,100000006188
JMB-03-013,Kota Jambi,100000006200
JMB-03-014,Kota Jambi,100000006207
JMB-03-015,Kota Jambi,100000012644
JMB-03-016,Kota Jambi,100000057710
JMR-07-001,Kabupaten Jember,100000000293
JMR-07-002,Kabupaten Jember,100000000294
JMR-07-003,Kabupaten Jember,100000000295
JMR-07-004,Kabupaten Jember,100000001907
JMR-07-005,Kabupaten Jember,100000001909
JMR-07-006,Kabupaten Jember,100000001910
JMR-07-007,Kabupaten Jember,100000001915
JMR-07-008,Kabupaten Jember,100000012650
JMR-07-009,Kabupaten Jember,100000012652
JMR-07-010,Kabupaten Jember,100000012653
JMR-07-011,Kabupaten Jember,100000012654
JMR-07-012,Kabupaten Jember,100000014586
JMR-07-013,Kabupaten Jember,100000014587
JMR-07-014,Kabupaten Jember,100000014588
JMR-07-015,Kabupaten Jember,100000014589
JMR-07-016,Kabupaten Jember,100000014590
JMR-07-017,Kabupaten Jember,100000014591
JMR-07-018,Kabupaten Jember,100000014592
JMR-07-019,Kabupaten Jember,100000014593
JNP-10-001,Kabupaten Jeneponto,100000000296
JNP-10-002,Kabupaten Jeneponto,100000000297
JNP-10-003,Kabupaten Jeneponto,100000000298
JNP-10-004,Kabupaten Jeneponto,100000000299
JNP-10-005,Kabupaten Jeneponto,100000001118
JNP-10-006,Kabupaten Jeneponto,100000001916
JNP-10-007,Kabupaten Jeneponto,100000001917
JNP-10-008,Kabupaten Jeneponto,100000001918
JNP-10-009,Kabupaten Jeneponto,100000001919
JNP-10-010,Kabupaten Jeneponto,100000001920
JNP-10-011,Kabupaten Jeneponto,100000001921
JNP-10-012,Kabupaten Jeneponto,100000012660
JNP-10-013,Kabupaten Jeneponto,100000018671
JNP-10-014,Kabupaten Jeneponto,100000058855
JPA-06-001,Kabupaten Jepara,100000001927
JPA-06-002,Kabupaten Jepara,100000001928
JPA-06-003,Kabupaten Jepara,100000001930
JPA-06-004,Kabupaten Jepara,100000004905
JPA-06-005,Kabupaten Jepara,100000005326
JPA-06-006,Kabupaten Jepara,100000006287
JPA-06-007,Kabupaten Jepara,100000006308
JPA-06-008,Kabupaten Jepara,100000014452
JPA-06-009,Kabupaten Jepara,100000024323
JPA-06-010,Kabupaten Jepara,100000053101
JTH-01-001,Kabupaten Aceh Besar,100000001934
JTH-01-002,Kabupaten Aceh Besar,100000001935
JTH-01-003,Kabupaten Aceh Besar,100000005156
JTH-01-004,Kabupaten Aceh Besar,100000005468
JTH-01-005,Kabupaten Aceh Besar,100000005470
JTH-01-006,Kabupaten Aceh Besar,100000005471
JTH-01-007,Kabupaten Aceh Besar,100000012666
JTH-01-008,Kabupaten Aceh Besar,100000012667
JTH-01-009,Kabupaten Aceh Besar,100000012668
JTH-01-010,Kabupaten Aceh Besar,100000050612
KAG-03-001,Kabupaten Ogan Komering Ilir,100000000305
KAG-03-002,Kabupaten Ogan Komering Ilir,100000000306
KAG-03-003,Kabupaten Ogan Komering Ilir,100000000307
KAG-03-004,Kabupaten Ogan Komering Ilir,100000000308
KAG-03-005,Kabupaten Ogan Komering Ilir,100000000309
KAG-03-006,Kabupaten Ogan Komering Ilir,100000000310
KAG-03-007,Kabupaten Ogan Komering Ilir,100000001946
KAG-03-008,Kabupaten Ogan Komering Ilir,100000001948
KAG-03-009,Kabupaten Ogan Komering Ilir,100000001950
KAG-03-010,Kabupaten Ogan Komering Ilir,100000001951
KAG-03-011,Kabupaten Ogan Komering Ilir,100000001952
KAG-03-012,Kabupaten Ogan Komering Ilir,100000001953
KAG-03-013,Kabupaten Ogan Komering Ilir,100000001954
KAG-03-014,Kabupaten Ogan Komering Ilir,100000001955
KAG-03-015,Kabupaten Ogan Komering Ilir,100000001956
KAG-03-016,Kabupaten Ogan Komering Ilir,100000001957
KAG-03-017,Kabupaten Ogan Komering Ilir,100000001958
KAG-03-018,Kabupaten Ogan Komering Ilir,100000003298
KAG-03-019,Kabupaten Ogan Komering Ilir,100000005375
KAG-03-020,Kabupaten Ogan Komering Ilir,100000005376
KAG-03-021,Kabupaten Ogan Komering Ilir,100000005397
KAG-03-022,Kabupaten Ogan Komering Ilir,100000006056
KAG-03-023,Kabupaten Ogan Komering Ilir,100000006057
KAG-03-024,Kabupaten Ogan Komering Ilir,100000006058
KAG-03-025,Kabupaten Ogan Komering Ilir,100000006059
KAG-03-026,Kabupaten Ogan Komering Ilir,100000006081
KAG-03-027,Kabupaten Ogan Komering Ilir,100000006093
KAG-03-028,Kabupaten Ogan Komering Ilir,100000006095
KAG-03-029,Kabupaten Ogan Komering Ilir,100000006098
KAG-03-030,Kabupaten Ogan Komering Ilir,100000006113
KAG-03-031,Kabupaten Ogan Komering Ilir,100000006114
KAG-03-032,Kabupaten Ogan Komering Ilir,100000014594
KAG-03-033,Kabupaten Ogan Komering Ilir,100000014596
KAG-03-034,Kabupaten Ogan Komering Ilir,100000014597
KAG-03-035,Kabupaten Ogan Komering Ilir,100000014598
KAG-03-036,Kabupaten Ogan Komering Ilir,100000014599
KAG-03-037,Kabupaten Ogan Komering Ilir,100000014600
KBA-03-001,Kabupaten Bangka Tengah,100000012669
KBA-03-002,Kabupaten Bangka Tengah,100000012670
KBA-03-003,Kabupaten Bangka Tengah,100000057694
KBJ-01-001,Kabupaten Karo,100000000311
KBJ-01-002,Kabupaten Karo,100000000312
KBJ-01-003,Kabupaten Karo,100000000313
KBJ-01-004,Kabupaten Karo,100000005831
KBJ-01-005,Kabupaten Karo,100000012671
KBJ-01-006,Kabupaten Karo,100000012674
KBJ-01-007,Kabupaten Karo,100000014603
KBJ-01-008,Kabupaten Karo,100000053059
KBJ-01-009,Kabupaten Karo,100000057095
KBJ-01-010,Kabupaten Karo,100000058716
KBM-06-001,Kabupaten Kebumen,100000000314
KBM-06-002,Kabupaten Kebumen,100000001963
KBM-06-003,Kabupaten Kebumen,100000001964
KBM-06-004,Kabupaten Kebumen,100000001965
KBM-06-005,Kabupaten Kebumen,100000001968
KBM-06-006,Kabupaten Kebumen,100000001969
KBM-06-007,Kabupaten Kebumen,100000001971
KBM-06-008,Kabupaten Kebumen,100000001972
KBM-06-009,Kabupaten Kebumen,100000001973
KBM-06-010,Kabupaten Kebumen,100000006307
KBM-06-011,Kabupaten Kebumen,100000006998
KBM-06-012,Kabupaten Kebumen,100000014604
KBM-06-013,Kabupaten Kebumen,100000015098
KBM-06-014,Kabupaten Kebumen,100000015103
KBM-06-015,Kabupaten Kebumen,100000015104
KBM-06-016,Kabupaten Kebumen,100000015106
KBM-06-017,Kabupaten Kebumen,100000031479
KBM-06-018,Kabupaten Kebumen,100000048311
KBM-06-019,Kabupaten Kebumen,100000049868
KBM-06-020,Kabupaten Kebumen,100000050372
KBR-09-001,Kabupaten Kotabaru,100000000316
KBR-09-002,Kabupaten Kotabaru,100000000317
KBR-09-003,Kabupaten Kotabaru,100000001978
KBR-09-004,Kabupaten Kotabaru,100000001980
KBR-09-005,Kabupaten Kotabaru,100000001981
KBR-09-006,Kabupaten Kotabaru,100000014606
KBR-09-007,Kabupaten Kotabaru,100000014607
KBR-09-008,Kabupaten Kotabaru,100000014620
KDI-10-001,Kota Kendari,100000000318
KDI-10-002,Kota Kendari,100000001982
KDI-10-003,Kota Kendari,100000001983
KDI-10-004,Kota Kendari,100000001984
KDI-10-005,Kota Kendari,100000001985
KDI-10-006,Kota Kendari,100000001986
KDI-10-007,Kota Kendari,100000001987
KDI-10-008,Kota Kendari,100000001988
KDI-10-009,Kota Kendari,100000001990
KDI-10-010,Kota Kendari,100000002005
KDI-10-011,Kota Kendari,100000005021
KDI-10-012,Kota Kendari,100000005022
KDI-10-013,Kota Kendari,100000012679
KDI-10-014,Kota Kendari,100000012682
KDI-10-015,Kota Kendari,100000014609
KDI-10-016,Kota Kendari,100000022240
KDI-10-017,Kota Kendari,100000057831
KDI-10-018,Kota Kendari,100000057872
KDL-06-001,Kabupaten Kendal,100000000325
KDL-06-002,Kabupaten Kendal,100000000326
KDL-06-003,Kabupaten Kendal,100000000766
KDL-06-004,Kabupaten Kendal,100000002006
KDL-06-005,Kabupaten Kendal,100000005436
KDL-06-006,Kabupaten Kendal,100000014610
KDR-07-001,Kota Kediri,100000000328
KDR-07-002,Kota Kediri,100000000329
KDR-07-003,Kota Kediri,100000000331
KDR-07-004,Kota Kediri,100000000334
KDR-07-005,Kota Kediri,100000001077
KDR-07-006,Kota Kediri,100000002008
KDR-07-007,Kota Kediri,100000002009
KDR-07-008,Kota Kediri,100000002011
KDR-07-009,Kota Kediri,100000003929
KDR-07-010,Kota Kediri,100000012690
KDR-07-011,Kota Kediri,100000012693
KDR-07-012,Kota Kediri,100000057763
KDR-07-013,Kota Kediri,100000059148
KDS-06-001,Kabupaten Kudus,100000002015
KDS-06-002,Kabupaten Kudus,100000002017
KDS-06-003,Kabupaten Kudus,100000014611
KDS-06-004,Kabupaten Kudus,100000015111
KDS-06-005,Kabupaten Kudus,100000015116
KDS-06-006,Kabupaten Kudus,100000015117
KDS-06-007,Kabupaten Kudus,100000015118
KDS-06-008,Kabupaten Kudus,100000015119
KDS-06-009,Kabupaten Kudus,100000015120
KDS-06-010,Kabupaten Kudus,100000015121
KDS-06-011,Kabupaten Kudus,100000015122
KDS-06-012,Kabupaten Kudus,100000018218
KDS-06-013,Kabupaten Kudus,100000018219
KDS-06-014,Kabupaten Kudus,100000018220
KDS-06-015,Kabupaten Kudus,100000018221
KDS-06-016,Kabupaten Kudus,100000018222
KDS-06-017,Kabupaten Kudus,100000018223
KDS-06-018,Kabupaten Kudus,100000018224
KDS-06-019,Kabupaten Kudus,100000018225
KDS-06-020,Kabupaten Kudus,100000018226
KDS-06-021,Kabupaten Kudus,100000018227
KDS-06-022,Kabupaten Kudus,100000018230
KDS-06-023,Kabupaten Kudus,100000018233
KDS-06-024,Kabupaten Kudus,100000018234
KDS-06-025,Kabupaten Kudus,100000018235
KDS-06-026,Kabupaten Kudus,100000053107
KEP-11-001,Kabupaten Mappi,100000000336
KEP-11-002,Kabupaten Mappi,100000002022
KEP-11-003,Kabupaten Mappi,100000004933
KFM-08-001,Kabupaten Timor Tengah Utara,100000002023
KFM-08-002,Kabupaten Timor Tengah Utara,100000002024
KGN-09-001,Kabupaten Hulu Sungai Selatan,100000002025
KIS-01-001,Kabupaten Asahan,100000000337
KIS-01-002,Kabupaten Asahan,100000000338
KIS-01-003,Kabupaten Asahan,100000000339
KIS-01-004,Kabupaten Asahan,100000000340
KIS-01-005,Kabupaten Asahan,100000000341
KIS-01-006,Kabupaten Asahan,100000002026
KIS-01-007,Kabupaten Asahan,100000002028
KIS-01-008,Kabupaten Asahan,100000002030
KIS-01-009,Kabupaten Asahan,100000002031
KIS-01-010,Kabupaten Asahan,100000002033
KIS-01-011,Kabupaten Asahan,100000002034
KIS-01-012,Kabupaten Asahan,100000002035
KIS-01-013,Kabupaten Asahan,100000002036
KIS-01-014,Kabupaten Asahan,100000002037
KIS-01-015,Kabupaten Asahan,100000005134
KIS-01-016,Kabupaten Asahan,100000005166
KIS-01-017,Kabupaten Asahan,100000005174
KIS-01-018,Kabupaten Asahan,100000005175
KIS-01-019,Kabupaten Asahan,100000005420
KIS-01-020,Kabupaten Asahan,100000005894
KIS-01-021,Kabupaten Asahan,100000005895
KIS-01-022,Kabupaten Asahan,100000005896
KIS-01-023,Kabupaten Asahan,100000005897
KIS-01-024,Kabupaten Asahan,100000005916
KIS-01-025,Kabupaten Asahan,100000005920
KIS-01-026,Kabupaten Asahan,100000012699
KIS-01-027,Kabupaten Asahan,100000014612
KIS-01-028,Kabupaten Asahan,100000014613
KIS-01-029,Kabupaten Asahan,100000058712
KIS-01-030,Kabupaten Asahan,100000058723
KIS-01-031,Kabupaten Asahan,100000058732
KIS-01-032,Kabupaten Asahan,100000058736
KIS-01-033,Kabupaten Asahan,100000059063
KKA-10-001,Kabupaten Kolaka,100000000342
KKA-10-002,Kabupaten Kolaka,100000001989
KKA-10-003,Kabupaten Kolaka,100000001992
KKA-10-004,Kabupaten Kolaka,100000001999
KKA-10-005,Kabupaten Kolaka,100000002002
KKA-10-006,Kabupaten Kolaka,100000002003
KKA-10-007,Kabupaten Kolaka,100000002043
KKA-10-008,Kabupaten Kolaka,100000002044
KKA-10-009,Kabupaten Kolaka,100000002045
KKA-10-010,Kabupaten Kolaka,100000012708
KKA-10-011,Kabupaten Kolaka,100000012709
KKA-10-012,Kabupaten Kolaka,100000013641
KKA-10-013,Kabupaten Kolaka,100000034279
KKA-10-014,Kabupaten Kolaka,100000048440
KKA-10-015,Kabupaten Kolaka,100000048441
KKN-09-001,Kabupaten Gunung Mas,100000007579
KKN-09-002,Kabupaten Gunung Mas,100000014446
KLA-03-001,Kabupaten Lampung Selatan,100000002047
KLA-03-002,Kabupaten Lampung Selatan,100000002048
KLA-03-003,Kabupaten Lampung Selatan,100000012354
KLA-03-004,Kabupaten Lampung Selatan,100000012711
KLA-03-005,Kabupaten Lampung Selatan,100000012712
KLA-03-006,Kabupaten Lampung Selatan,100000014614
KLA-03-007,Kabupaten Lampung Selatan,100000014615
KLA-03-008,Kabupaten Lampung Selatan,100000014617
KLA-03-009,Kabupaten Lampung Selatan,100000014618
KLA-03-010,Kabupaten Lampung Selatan,100000014619
KLA-03-011,Kabupaten Lampung Selatan,100000015130
KLA-03-012,Kabupaten Lampung Selatan,100000015131
KLA-03-013,Kabupaten Lampung Selatan,100000015132
KLA-03-014,Kabupaten Lampung Selatan,100000015133
KLA-03-015,Kabupaten Lampung Selatan,100000015134
KLA-03-016,Kabupaten Lampung Selatan,100000015135
KLA-03-017,Kabupaten Lampung Selatan,100000035472
KLA-03-018,Kabupaten Lampung Selatan,100000044972
KLA-03-019,Kabupaten Lampung Selatan,100000044977
KLA-03-020,Kabupaten Lampung Selatan,100000044988
KLA-03-021,Kabupaten Lampung Selatan,100000048245
KLA-03-022,Kabupaten Lampung Selatan,100000057223
KLB-08-001,Kabupaten Alor,100000012714
KLB-08-002,Kabupaten Alor,100000012716
KLK-09-001,Kabupaten Kapuas,100000002049
KLK-09-002,Kabupaten Kapuas,100000002050
KLK-09-003,Kabupaten Kapuas,100000002052
KLK-09-004,Kabupaten Kapuas,100000002053
KLK-09-005,Kabupaten Kapuas,100000002054
KLK-09-006,Kabupaten Kapuas,100000002055
KLK-09-007,Kabupaten Kapuas,100000002056
KLK-09-008,Kabupaten Kapuas,100000013885
KLK-09-009,Kabupaten Kapuas,100000053507
KLN-06-001,Kabupaten Klaten,100000002057
KLN-06-002,Kabupaten Klaten,100000005318
KLN-06-003,Kabupaten Klaten,100000014451
KLP-09-001,Kabupaten Seruyan,100000002060
KLP-09-002,Kabupaten Seruyan,100000002061
KLP-09-003,Kabupaten Seruyan,100000002062
KLP-09-004,Kabupaten Seruyan,100000002063
KLP-09-005,Kabupaten Seruyan,100000007571
KLP-09-006,Kabupaten Seruyan,100000012722
KLP-09-007,Kabupaten Seruyan,100000012723
KLT-03-001,Kabupaten Tanjung Jabung Barat,100000002065
KLT-03-002,Kabupaten Tanjung Jabung Barat,100000005385
KLT-03-003,Kabupaten Tanjung Jabung Barat,100000006032
KLT-03-004,Kabupaten Tanjung Jabung Barat,100000006033
KLT-03-005,Kabupaten Tanjung Jabung Barat,100000006034
KLT-03-006,Kabupaten Tanjung Jabung Barat,100000006035
KLT-03-007,Kabupaten Tanjung Jabung Barat,100000014621
KLT-03-008,Kabupaten Tanjung Jabung Barat,100000057712
KMN-11-001,Kabupaten Kaimana,100000005091
KMN-11-002,Kabupaten Kaimana,100000012726
KNG-05-001,Kabupaten Kuningan,100000000348
KNG-05-002,Kabupaten Kuningan,100000002070
KNG-05-003,Kabupaten Kuningan,100000002071
KNG-05-004,Kabupaten Kuningan,100000002072
KNG-05-005,Kabupaten Kuningan,100000002074
KNG-05-006,Kabupaten Kuningan,100000007342
KNG-05-007,Kabupaten Kuningan,100000007353
KNG-05-008,Kabupaten Kuningan,100000007374
KNG-05-009,Kabupaten Kuningan,100000018129
KNG-05-010,Kabupaten Kuningan,100000018130
KNG-05-011,Kabupaten Kuningan,100000018131
KNG-05-012,Kabupaten Kuningan,100000018133
KNG-05-013,Kabupaten Kuningan,100000018140
KNG-05-014,Kabupaten Kuningan,100000055555
KOT-03-001,Kabupaten Tanggamus,100000002091
KOT-03-002,Kabupaten Tanggamus,100000002092
KOT-03-003,Kabupaten Tanggamus,100000002093
