InternalSiteID,Alamat4,Funcloc
ADL-10-001,Kabupaten Konawe Selatan,100000001078
ADL-10-002,Kabupaten Konawe Selatan,100000001079
ADL-10-003,Kabupaten Konawe Selatan,100000001080
ADL-10-004,Kabupaten Konawe Selatan,100000001081
ADL-10-005,Kabupaten Konawe Selatan,100000001082
ADL-10-006,Kabupaten Konawe Selatan,100000001995
ADL-10-007,Kabupaten Konawe Selatan,100000005016
ADL-10-008,Kabupaten Konawe Selatan,100000005045
ADL-10-009,Kabupaten Konawe Selatan,100000012313
ADL-10-010,Kabupaten Konawe Selatan,100000018777
ADL-10-011,Kabupaten Konawe Selatan,100000022154
ADL-10-012,Kabupaten Konawe Selatan,100000045121
ADL-10-013,Kabupaten Konawe Selatan,100000049030
ADL-10-014,Kabupaten Konawe Selatan,100000057811
AGM-03-001,Kabupaten Bengkulu Utara,100000000002
AGM-03-002,Kabupaten Bengkulu Utara,100000001086
AGM-03-003,Kabupaten Bengkulu Utara,100000001087
AGM-03-004,Kabupaten Bengkulu Utara,100000001088
AGM-03-005,Kabupaten Bengkulu Utara,100000001089
AGM-03-006,Kabupaten Bengkulu Utara,100000005384
AGM-03-007,Kabupaten Bengkulu Utara,100000031499
AGM-03-008,Kabupaten Bengkulu Utara,100000035477
AGM-03-009,Kabupaten Bengkulu Utara,100000035480
AGM-03-010,Kabupaten Bengkulu Utara,100000048218
AGM-03-011,Kabupaten Bengkulu Utara,100000057204
AGM-03-012,Kabupaten Bengkulu Utara,100000057686
AGM-03-013,Kabupaten Bengkulu Utara,100000057717
AGM-03-014,Kabupaten Bengkulu Utara,100000058750
AGM-03-015,Kabupaten Bengkulu Utara,100000058751
AKK-01-001,Kabupaten Labuhanbatu Utara,100000000003
AKK-01-002,Kabupaten Labuhanbatu Utara,100000000004
AKK-01-003,Kabupaten Labuhanbatu Utara,100000000005
AKK-01-004,Kabupaten Labuhanbatu Utara,100000000006
AKK-01-005,Kabupaten Labuhanbatu Utara,100000000007
AKK-01-006,Kabupaten Labuhanbatu Utara,100000000695
AKK-01-007,Kabupaten Labuhanbatu Utara,100000001091
AKK-01-008,Kabupaten Labuhanbatu Utara,100000001092
AKK-01-009,Kabupaten Labuhanbatu Utara,100000003007
AKK-01-010,Kabupaten Labuhanbatu Utara,100000003008
AKK-01-011,Kabupaten Labuhanbatu Utara,100000003009
AKK-01-012,Kabupaten Labuhanbatu Utara,100000003010
AKK-01-013,Kabupaten Labuhanbatu Utara,100000005170
AKK-01-014,Kabupaten Labuhanbatu Utara,100000012315
AKK-01-015,Kabupaten Labuhanbatu Utara,100000012317
AKK-01-016,Kabupaten Labuhanbatu Utara,100000014464
AKK-01-017,Kabupaten Labuhanbatu Utara,100000014465
AKK-01-018,Kabupaten Labuhanbatu Utara,100000058698
AKK-01-019,Kabupaten Labuhanbatu Utara,100000058708
AMB-11-001,Kota Ambon,100000000008
AMB-11-002,Kota Ambon,100000000009
AMB-11-003,Kota Ambon,100000000010
AMB-11-004,Kota Ambon,100000001093
AMB-11-005,Kota Ambon,100000004848
AMB-11-006,Kota Ambon,100000012322
AMB-11-007,Kota Ambon,100000014144
AMR-10-001,Kabupaten Minahasa Selatan,100000001094
AMR-10-002,Kabupaten Minahasa Selatan,100000001095
AMT-09-001,Kabupaten Hulu Sungai Utara,100000001098
AMT-09-002,Kabupaten Hulu Sungai Utara,100000014467
ARM-10-001,Kabupaten Minahasa Utara,100000000013
ARM-10-002,Kabupaten Minahasa Utara,100000000014
ARM-10-003,Kabupaten Minahasa Utara,100000000015
ARM-10-004,Kabupaten Minahasa Utara,100000001101
ARM-10-005,Kabupaten Minahasa Utara,100000001102
ARM-10-006,Kabupaten Minahasa Utara,100000001103
ARM-10-007,Kabupaten Minahasa Utara,100000001104
ARM-10-008,Kabupaten Minahasa Utara,100000002464
ARM-10-009,Kabupaten Minahasa Utara,100000002473
ATB-08-001,Kabupaten Belu,100000001108
ATB-08-002,Kabupaten Belu,100000005574
ATB-08-003,Kabupaten Belu,100000005579
ATB-08-004,Kabupaten Belu,100000005580
ATB-08-005,Kabupaten Belu,100000005581
ATB-08-006,Kabupaten Belu,100000012343
ATB-08-007,Kabupaten Belu,100000012344
BAA-08-001,Kabupaten Rote Ndao,100000005357
BAA-08-002,Kabupaten Rote Ndao,100000005360
BAA-08-003,Kabupaten Rote Ndao,100000012345
BAN-10-001,Kabupaten Bantaeng,100000001110
BAN-10-002,Kabupaten Bantaeng,100000001112
BAN-10-003,Kabupaten Bantaeng,100000012348
BAN-10-004,Kabupaten Bantaeng,100000057850
BAR-10-001,Kabupaten Barru,100000001113
BAR-10-002,Kabupaten Barru,100000001115
BAR-10-003,Kabupaten Barru,100000001116
BAR-10-004,Kabupaten Barru,100000001117
BAR-10-005,Kabupaten Barru,100000012351
BAR-10-006,Kabupaten Barru,100000057822
BAU-10-001,Kota Bau Bau,100000000321
BAU-10-002,Kota Bau Bau,100000001119
BBS-06-001,Kabupaten Brebes,100000001124
BBS-06-002,Kabupaten Brebes,100000001126
BBS-06-003,Kabupaten Brebes,100000014940
BBS-06-004,Kabupaten Brebes,100000014948
BBS-06-005,Kabupaten Brebes,100000018211
BBS-06-006,Kabupaten Brebes,100000018228
BBS-06-007,Kabupaten Brebes,100000018229
BBS-06-008,Kabupaten Brebes,100000018231
BBS-06-009,Kabupaten Brebes,100000040056
BBU-03-001,Kabupaten Way Kanan,100000000018
BBU-03-002,Kabupaten Way Kanan,100000000019
BBU-03-003,Kabupaten Way Kanan,100000000020
BBU-03-004,Kabupaten Way Kanan,100000000021
BBU-03-005,Kabupaten Way Kanan,100000000022
BBU-03-006,Kabupaten Way Kanan,100000000023
BBU-03-007,Kabupaten Way Kanan,100000000024
BBU-03-008,Kabupaten Way Kanan,100000001136
BBU-03-009,Kabupaten Way Kanan,100000004978
BBU-03-010,Kabupaten Way Kanan,100000005401
BBU-03-011,Kabupaten Way Kanan,100000005402
BBU-03-012,Kabupaten Way Kanan,100000012755
BBU-03-013,Kabupaten Way Kanan,100000048657
BBU-03-014,Kabupaten Way Kanan,100000058920
BDG-05-001,Kota Bandung,100000000343
BDG-05-002,Kota Bandung,100000000346
BDG-05-003,Kota Bandung,100000000862
BDG-05-004,Kota Bandung,100000000863
BDG-05-005,Kota Bandung,100000000864
BDG-05-006,Kota Bandung,100000000866
BDG-05-007,Kota Bandung,100000000867
BDG-05-008,Kota Bandung,100000000868
BDG-05-009,Kota Bandung,100000000869
BDG-05-010,Kota Bandung,100000001137
BDG-05-011,Kota Bandung,100000001138
BDG-05-012,Kota Bandung,100000001141
BDG-05-013,Kota Bandung,100000001143
BDG-05-014,Kota Bandung,100000001144
BDG-05-015,Kota Bandung,100000001147
BDG-05-016,Kota Bandung,100000001149
BDG-05-017,Kota Bandung,100000003427
BDG-05-018,Kota Bandung,100000003428
BDG-05-019,Kota Bandung,100000003429
BDG-05-020,Kota Bandung,100000003430
BDG-05-021,Kota Bandung,100000003431
BDG-05-022,Kota Bandung,100000003433
BDG-05-023,Kota Bandung,100000003434
BDG-05-024,Kota Bandung,100000003435
BDG-05-025,Kota Bandung,100000003436
BDG-05-026,Kota Bandung,100000003438
BDG-05-027,Kota Bandung,100000003439
BDG-05-028,Kota Bandung,100000003440
BDG-05-029,Kota Bandung,100000003441
BDG-05-030,Kota Bandung,100000003443
BDG-05-031,Kota Bandung,100000003445
BDG-05-032,Kota Bandung,100000003446
BDG-05-033,Kota Bandung,100000003447
BDG-05-034,Kota Bandung,100000003450
BDG-05-035,Kota Bandung,100000003452
BDG-05-036,Kota Bandung,100000003454
BDG-05-037,Kota Bandung,100000004275
BDG-05-038,Kota Bandung,100000005367
BDG-05-039,Kota Bandung,100000005368
BDG-05-040,Kota Bandung,100000005452
BDG-05-041,Kota Bandung,100000005455
BDG-05-042,Kota Bandung,100000007346
BDG-05-043,Kota Bandung,100000007347
BDG-05-044,Kota Bandung,100000007357
BDG-05-045,Kota Bandung,100000007372
BDG-05-046,Kota Bandung,100000007389
BDG-05-047,Kota Bandung,100000007395
BDG-05-048,Kota Bandung,100000008258
BDG-05-049,Kota Bandung,100000008261
BDG-05-050,Kota Bandung,100000012360
BDG-05-051,Kota Bandung,100000013382
BDG-05-052,Kota Bandung,100000014470
BDG-05-053,Kota Bandung,100000014471
BDG-05-054,Kota Bandung,100000014472
BDG-05-055,Kota Bandung,100000014473
BDG-05-056,Kota Bandung,100000014474
BDG-05-057,Kota Bandung,100000014475
BDG-05-058,Kota Bandung,100000014477
BDG-05-059,Kota Bandung,100000014478
BDG-05-060,Kota Bandung,100000014729
BDG-05-061,Kota Bandung,100000014845
BDG-05-062,Kota Bandung,100000014846
BDG-05-063,Kota Bandung,100000014847
BDG-05-064,Kota Bandung,100000014849
BDG-05-065,Kota Bandung,100000014851
BDG-05-066,Kota Bandung,100000015354
BDG-05-067,Kota Bandung,100000016137
BDG-05-068,Kota Bandung,100000018090
BDG-05-069,Kota Bandung,100000018091
BDG-05-070,Kota Bandung,100000018092
BDG-05-071,Kota Bandung,100000018096
BDG-05-072,Kota Bandung,100000018103
BDG-05-073,Kota Bandung,100000018109
BDG-05-074,Kota Bandung,100000018117
BDG-05-075,Kota Bandung,100000018118
BDG-05-076,Kota Bandung,100000018119
BDG-05-077,Kota Bandung,100000018121
BDG-05-078,Kota Bandung,100000018122
BDG-05-079,Kota Bandung,100000018123
BDG-05-080,Kota Bandung,100000018124
BDG-05-081,Kota Bandung,100000018125
BDG-05-082,Kota Bandung,100000018126
BDG-05-083,Kota Bandung,100000018127
BDG-05-084,Kota Bandung,100000018128
BDG-05-085,Kota Bandung,100000018134
BDG-05-086,Kota Bandung,100000018135
BDG-05-087,Kota Bandung,100000018136
BDG-05-088,Kota Bandung,100000018137
BDG-05-089,Kota Bandung,100000018138
BDG-05-090,Kota Bandung,100000018152
BDG-05-091,Kota Bandung,100000018158
BDG-05-092,Kota Bandung,100000018162
BDG-05-093,Kota Bandung,100000018171
BDG-05-094,Kota Bandung,100000018172
BDG-05-095,Kota Bandung,100000018173
BDG-05-096,Kota Bandung,100000018175
BDG-05-097,Kota Bandung,100000018176
BDG-05-098,Kota Bandung,100000018179
BDG-05-099,Kota Bandung,100000018183
BDG-05-100,Kota Bandung,100000018184
BDG-05-101,Kota Bandung,100000018191
BDG-05-102,Kota Bandung,100000018291
BDG-05-103,Kota Bandung,100000018294
BDG-05-104,Kota Bandung,100000018305
BDG-05-105,Kota Bandung,100000018315
BDG-05-106,Kota Bandung,100000018538
BDG-05-107,Kota Bandung,100000030875
BDG-05-108,Kota Bandung,100000048485
BDL-03-001,Kota Bandar Lampung,100000000029
BDL-03-002,Kota Bandar Lampung,100000000030
BDL-03-003,Kota Bandar Lampung,100000000031
BDL-03-004,Kota Bandar Lampung,100000000032
BDL-03-005,Kota Bandar Lampung,100000001152
BDL-03-006,Kota Bandar Lampung,100000001153
BDL-03-007,Kota Bandar Lampung,100000001155
BDL-03-008,Kota Bandar Lampung,100000001158
BDL-03-009,Kota Bandar Lampung,100000001159
BDL-03-010,Kota Bandar Lampung,100000001162
BDL-03-011,Kota Bandar Lampung,100000001164
BDL-03-012,Kota Bandar Lampung,100000001166
BDL-03-013,Kota Bandar Lampung,100000001169
BDL-03-014,Kota Bandar Lampung,100000001171
BDL-03-015,Kota Bandar Lampung,100000001172
BDL-03-016,Kota Bandar Lampung,100000001173
BDL-03-017,Kota Bandar Lampung,100000005392
BDL-03-018,Kota Bandar Lampung,100000006185
BDL-03-019,Kota Bandar Lampung,100000006186
BDL-03-020,Kota Bandar Lampung,100000006197
BDL-03-021,Kota Bandar Lampung,100000006198
BDL-03-022,Kota Bandar Lampung,100000012366
BDL-03-023,Kota Bandar Lampung,100000012367
BDL-03-024,Kota Bandar Lampung,100000014127
BDL-03-025,Kota Bandar Lampung,100000014953
BDL-03-026,Kota Bandar Lampung,100000014954
BDL-03-027,Kota Bandar Lampung,100000014956
BDL-03-028,Kota Bandar Lampung,100000014957
BDL-03-029,Kota Bandar Lampung,100000014958
BDL-03-030,Kota Bandar Lampung,100000014960
BDL-03-031,Kota Bandar Lampung,100000014961
BDL-03-032,Kota Bandar Lampung,100000014963
BDL-03-033,Kota Bandar Lampung,100000014964
BDL-03-034,Kota Bandar Lampung,100000014965
BDL-03-035,Kota Bandar Lampung,100000014966
BDL-03-036,Kota Bandar Lampung,100000014967
BDL-03-037,Kota Bandar Lampung,100000014968
BDL-03-038,Kota Bandar Lampung,100000014969
BDL-03-039,Kota Bandar Lampung,100000014970
BDL-03-040,Kota Bandar Lampung,100000014971
BDL-03-041,Kota Bandar Lampung,100000014972
BDL-03-042,Kota Bandar Lampung,100000014973
BDL-03-043,Kota Bandar Lampung,100000014974
BDL-03-044,Kota Bandar Lampung,100000014975
BDL-03-045,Kota Bandar Lampung,100000014977
BDW-07-001,Kabupaten Bondowoso,100000000033
BDW-07-002,Kabupaten Bondowoso,100000001174
BDW-07-003,Kabupaten Bondowoso,100000001175
BDW-07-004,Kabupaten Bondowoso,100000007051
BDW-07-005,Kabupaten Bondowoso,100000012370
BDW-07-006,Kabupaten Bondowoso,100000014308
BEK-09-001,Kabupaten Bengkayang,100000000035
BEK-09-002,Kabupaten Bengkayang,100000001176
BEK-09-003,Kabupaten Bengkayang,100000005489
BEN-10-001,Kabupaten Kepulauan Selayar,100000001177
BEN-10-002,Kabupaten Kepulauan Selayar,100000012374
BEN-10-003,Kabupaten Kepulauan Selayar,100000012375
BEN-10-004,Kabupaten Kepulauan Selayar,100000012376
BEN-10-005,Kabupaten Kepulauan Selayar,100000012377
BEN-10-006,Kabupaten Kepulauan Selayar,100000053442
BGK-10-001,Kabupaten Morowali,100000000036
BGK-10-002,Kabupaten Morowali,100000001178
BGK-10-003,Kabupaten Morowali,100000001179
BGK-10-004,Kabupaten Morowali,100000001180
BGK-10-005,Kabupaten Morowali,100000001181
BGK-10-006,Kabupaten Morowali,100000001182
BGK-10-007,Kabupaten Morowali,100000001183
BGK-10-008,Kabupaten Morowali,100000001184
BGK-10-009,Kabupaten Morowali,100000001185
BGK-10-010,Kabupaten Morowali,100000001186
BGK-10-011,Kabupaten Morowali,100000002306
BGK-10-012,Kabupaten Morowali,100000004987
BGK-10-013,Kabupaten Morowali,100000004990
BGK-10-014,Kabupaten Morowali,100000004993
BGK-10-015,Kabupaten Morowali,100000014481
BGK-10-016,Kabupaten Morowali,100000053445
BGK-10-017,Kabupaten Morowali,100000053448
BGL-03-001,Kota Bengkulu,100000000037
BGL-03-002,Kota Bengkulu,100000001188
BGL-03-003,Kota Bengkulu,100000048225
BGL-03-004,Kota Bengkulu,100000048238
BGL-03-005,Kota Bengkulu,100000057691
BGR-04-001,Kota Bogor,100000000115
BGR-04-002,Kota Bogor,100000000116
BGR-04-003,Kota Bogor,100000000118
BGR-04-004,Kota Bogor,100000000120
BGR-04-005,Kota Bogor,100000000121
BGR-04-006,Kota Bogor,100000000124
BGR-04-007,Kota Bogor,100000000125
BGR-04-008,Kota Bogor,100000000126
BGR-04-009,Kota Bogor,100000000128
BGR-04-010,Kota Bogor,100000000129
BGR-04-011,Kota Bogor,100000000135
BGR-04-012,Kota Bogor,100000000139
BGR-04-013,Kota Bogor,100000001196
BGR-04-014,Kota Bogor,100000001197
BGR-04-015,Kota Bogor,100000001489
BGR-04-016,Kota Bogor,100000001490
BGR-04-017,Kota Bogor,100000001491
BGR-04-018,Kota Bogor,100000001493
BGR-04-019,Kota Bogor,100000001495
BGR-04-020,Kota Bogor,100000001496
BGR-04-021,Kota Bogor,100000001497
BGR-04-022,Kota Bogor,100000001503
BGR-04-023,Kota Bogor,100000001504
BGR-04-024,Kota Bogor,100000001509
BGR-04-025,Kota Bogor,100000001531
BGR-04-026,Kota Bogor,100000002765
BGR-04-027,Kota Bogor,100000004866
BGR-04-028,Kota Bogor,100000005461
BGR-04-029,Kota Bogor,100000006216
BGR-04-030,Kota Bogor,100000006463
BGR-04-031,Kota Bogor,100000006742
BGR-04-032,Kota Bogor,100000007322
BGR-04-033,Kota Bogor,100000007788
BGR-04-034,Kota Bogor,100000007789
BGR-04-035,Kota Bogor,100000007793
BGR-04-036,Kota Bogor,100000007799
BGR-04-037,Kota Bogor,100000007809
BGR-04-038,Kota Bogor,100000007817
BGR-04-039,Kota Bogor,100000007820
BGR-04-040,Kota Bogor,100000012382
BGR-04-041,Kota Bogor,100000012383
BGR-04-042,Kota Bogor,100000012502
BGR-04-043,Kota Bogor,100000012505
BGR-04-044,Kota Bogor,100000012506
BGR-04-045,Kota Bogor,100000012508
BGR-04-046,Kota Bogor,100000012509
BGR-04-047,Kota Bogor,100000012516
BGR-04-048,Kota Bogor,100000012520
BGR-04-049,Kota Bogor,100000012522
BGR-04-050,Kota Bogor,100000012523
BGR-04-051,Kota Bogor,100000012526
BGR-04-052,Kota Bogor,100000014509
BGR-04-053,Kota Bogor,100000014511
BGR-04-054,Kota Bogor,100000014514
BGR-04-055,Kota Bogor,100000014515
BGR-04-056,Kota Bogor,100000014516
BGR-04-057,Kota Bogor,100000014517
BGR-04-058,Kota Bogor,100000017563
BGR-04-059,Kota Bogor,100000017565
BGR-04-060,Kota Bogor,100000018144
BGR-04-061,Kota Bogor,100000018145
BGR-04-062,Kota Bogor,100000018146
BGR-04-063,Kota Bogor,100000018147
BGR-04-064,Kota Bogor,100000018148
BGR-04-065,Kota Bogor,100000018149
BGR-04-066,Kota Bogor,100000018185
BGR-04-067,Kota Bogor,100000018186
BGR-04-068,Kota Bogor,100000018187
BGR-04-069,Kota Bogor,100000044058
BGR-04-070,Kota Bogor,100000044107
BGR-04-071,Kota Bogor,100000049200
BGR-04-072,Kota Bogor,100000049296
BGR-04-073,Kota Bogor,100000052958
BGR-04-074,Kota Bogor,100000055521
BGR-04-075,Kota Bogor,100000055528
BGR-04-076,Kota Bogor,100000058754
BGR-04-077,Kota Bogor,100000058759
BGR-04-078,Kota Bogor,100000058946
BHN-03-001,Kabupaten Kaur,100000001200
BHN-03-002,Kabupaten Kaur,100000001201
BHN-03-003,Kabupaten Kaur,100000001203
BHN-03-004,Kabupaten Kaur,100000057702
BHN-03-005,Kabupaten Kaur,100000058749
BIK-11-001,Kabupaten Biak Numfor,100000004843
BIK-11-002,Kabupaten Biak Numfor,100000005707
BIK-11-003,Kabupaten Biak Numfor,100000005718
BIK-11-004,Kabupaten Biak Numfor,100000012385
BIK-11-005,Kabupaten Biak Numfor,100000012386
BIK-11-006,Kabupaten Biak Numfor,100000014482
BIK-11-007,Kabupaten Biak Numfor,100000018706
BIM-08-001,Kota Bima,100000000041
BIM-08-002,Kota Bima,100000000042
BIM-08-003,Kota Bima,100000001059
BIM-08-004,Kota Bima,100000001060
BIM-08-005,Kota Bima,100000001204
BIM-08-006,Kota Bima,100000001206
BIM-08-007,Kota Bima,100000001207
BIM-08-008,Kota Bima,100000001208
BIM-08-009,Kota Bima,100000001209
BIM-08-010,Kota Bima,100000001210
BIM-08-011,Kota Bima,100000003871
BIM-08-012,Kota Bima,100000003872
BIM-08-013,Kota Bima,100000005007
BIM-08-014,Kota Bima,100000013603
BIM-08-015,Kota Bima,100000013604
BIM-08-016,Kota Bima,100000013605
BIM-08-017,Kota Bima,100000013607
BIM-08-018,Kota Bima,100000013608
BIM-08-019,Kota Bima,100000014459
BIM-08-020,Kota Bima,100000014463
BIM-08-021,Kota Bima,100000014895
BIM-08-022,Kota Bima,100000014896
BIM-08-023,Kota Bima,100000014897
BIM-08-024,Kota Bima,100000058785
BIR-01-001,Kabupaten Bireuen,100000001213
BIR-01-002,Kabupaten Bireuen,100000001215
BIR-01-003,Kabupaten Bireuen,100000001217
BIR-01-004,Kabupaten Bireuen,100000001219
BIR-01-005,Kabupaten Bireuen,100000001220
BIR-01-006,Kabupaten Bireuen,100000001221
BIR-01-007,Kabupaten Bireuen,100000004868
BIR-01-008,Kabupaten Bireuen,100000004964
BIR-01-009,Kabupaten Bireuen,100000005113
BIR-01-010,Kabupaten Bireuen,100000012391
BIR-01-011,Kabupaten Bireuen,100000012392
BIR-01-012,Kabupaten Bireuen,100000014354
BIR-01-013,Kabupaten Bireuen,100000014483
BIR-01-014,Kabupaten Bireuen,100000048555
BIR-01-015,Kabupaten Bireuen,100000048560
BIR-01-016,Kabupaten Bireuen,100000048564
BIR-01-017,Kabupaten Bireuen,100000048581
BIR-01-018,Kabupaten Bireuen,100000057097
BIT-10-001,Kota Bitung,100000000043
BIT-10-002,Kota Bitung,100000001222
BIT-10-003,Kota Bitung,100000001224
BIT-10-004,Kota Bitung,100000001225
BIT-10-005,Kota Bitung,100000001226
BIT-10-006,Kota Bitung,100000002465
BIT-10-007,Kota Bitung,100000002467
BIT-10-008,Kota Bitung,100000002470
BIT-10-009,Kota Bitung,100000002471
BIT-10-010,Kota Bitung,100000057832
BJB-09-001,Kota Banjarbaru,100000000044
BJB-09-002,Kota Banjarbaru,100000000045
BJB-09-003,Kota Banjarbaru,100000001229
BJB-09-004,Kota Banjarbaru,100000008030
BJB-09-005,Kota Banjarbaru,100000014981
BJB-09-006,Kota Banjarbaru,100000014983
BJB-09-007,Kota Banjarbaru,100000014986
BJB-09-008,Kota Banjarbaru,100000014992
BJM-09-001,Kota Banjarmasin,100000001236
BJM-09-002,Kota Banjarmasin,100000001237
BJM-09-003,Kota Banjarmasin,100000001238
BJM-09-004,Kota Banjarmasin,100000001239
BJM-09-005,Kota Banjarmasin,100000001241
BJM-09-006,Kota Banjarmasin,100000001242
BJM-09-007,Kota Banjarmasin,100000001244
BJM-09-008,Kota Banjarmasin,100000001246
BJM-09-009,Kota Banjarmasin,100000001247
BJM-09-010,Kota Banjarmasin,100000008027
BJM-09-011,Kota Banjarmasin,100000008067
BJM-09-012,Kota Banjarmasin,100000012396
BJM-09-013,Kota Banjarmasin,100000012398
BJM-09-014,Kota Banjarmasin,100000012399
BJM-09-015,Kota Banjarmasin,100000014487
BJM-09-016,Kota Banjarmasin,100000014488
BJM-09-017,Kota Banjarmasin,100000014489
BJM-09-018,Kota Banjarmasin,100000014995
BJM-09-019,Kota Banjarmasin,100000014996
BJM-09-020,Kota Banjarmasin,100000014997
BJM-09-021,Kota Banjarmasin,100000044891
BJN-07-001,Kabupaten Bojonegoro,100000001249
BJN-07-002,Kabupaten Bojonegoro,100000013127
BJN-07-003,Kabupaten Bojonegoro,100000013757
BJN-07-004,Kabupaten Bojonegoro,100000014306
BJN-07-005,Kabupaten Bojonegoro,100000014321
BJN-07-006,Kabupaten Bojonegoro,100000014323
BJN-07-007,Kabupaten Bojonegoro,100000053406
BJR-05-001,Kota Banjar,100000001231
BJR-05-002,Kota Banjar,100000001233
BJR-05-003,Kota Banjar,100000001235
BJR-05-004,Kota Banjar,100000014484
BJR-05-005,Kota Banjar,100000014979
BJR-05-006,Kota Banjar,100000014980
BJR-05-007,Kota Banjar,100000014982
BJR-05-008,Kota Banjar,100000014984
BJR-05-009,Kota Banjar,100000014985
BJR-05-010,Kota Banjar,100000014987
BJR-05-011,Kota Banjar,100000014988
BJR-05-012,Kota Banjar,100000014989
BJR-05-013,Kota Banjar,100000014990
BJR-05-014,Kota Banjar,100000014991
BJR-05-015,Kota Banjar,100000014993
BJR-05-016,Kota Banjar,100000014994
BJR-05-017,Kota Banjar,100000050929
BJW-08-001,Kabupaten Ngada,100000004854
BJW-08-002,Kabupaten Ngada,100000012404
BJW-08-003,Kabupaten Ngada,100000012405
BJW-08-004,Kabupaten Ngada,100000012406
BKJ-01-001,Kabupaten Gayo Lues,100000003203
BKJ-01-002,Kabupaten Gayo Lues,100000005124
BKL-07-001,Kabupaten Bangkalan,100000012407
BKL-07-002,Kabupaten Bangkalan,100000012408
BKL-07-003,Kabupaten Bangkalan,100000012409
BKL-07-004,Kabupaten Bangkalan,100000014490
BKL-07-005,Kabupaten Bangkalan,100000048860
BKN-02-001,Kabupaten Kampar,100000000049
BKN-02-002,Kabupaten Kampar,100000000050
BKN-02-003,Kabupaten Kampar,100000000051
BKN-02-004,Kabupaten Kampar,100000001252
BKN-02-005,Kabupaten Kampar,100000001254
BKN-02-006,Kabupaten Kampar,100000001258
BKN-02-007,Kabupaten Kampar,100000001260
BKN-02-008,Kabupaten Kampar,100000001261
BKN-02-009,Kabupaten Kampar,100000001262
BKN-02-010,Kabupaten Kampar,100000001263
BKN-02-011,Kabupaten Kampar,100000001264
BKN-02-012,Kabupaten Kampar,100000001266
BKN-02-013,Kabupaten Kampar,100000001267
BKN-02-014,Kabupaten Kampar,100000001268
BKN-02-015,Kabupaten Kampar,100000001269
BKN-02-016,Kabupaten Kampar,100000004973
BKN-02-017,Kabupaten Kampar,100000006845
BKN-02-018,Kabupaten Kampar,100000006872
BKN-02-019,Kabupaten Kampar,100000007460
BKN-02-020,Kabupaten Kampar,100000012413
BKN-02-021,Kabupaten Kampar,100000013452
BKN-02-022,Kabupaten Kampar,100000016143
BKN-02-023,Kabupaten Kampar,100000057617
BKN-02-024,Kabupaten Kampar,100000057639
BKN-02-025,Kabupaten Kampar,100000057667
BKN-02-026,Kabupaten Kampar,100000058738
BKN-02-027,Kabupaten Kampar,100000058740
BKO-03-001,Kabupaten Merangin,100000000052
BKO-03-002,Kabupaten Merangin,100000000053
BKO-03-003,Kabupaten Merangin,100000000054
BKO-03-004,Kabupaten Merangin,100000000055
BKO-03-005,Kabupaten Merangin,100000001270
BKO-03-006,Kabupaten Merangin,100000001272
BKO-03-007,Kabupaten Merangin,100000001274
BKO-03-008,Kabupaten Merangin,100000001275
BKO-03-009,Kabupaten Merangin,100000001276
BKO-03-010,Kabupaten Merangin,100000001277
BKO-03-011,Kabupaten Merangin,100000001278
BKO-03-012,Kabupaten Merangin,100000001279
BKO-03-013,Kabupaten Merangin,100000001280
BKO-03-014,Kabupaten Merangin,100000001281
BKO-03-015,Kabupaten Merangin,100000001282
BKO-03-016,Kabupaten Merangin,100000005378
BKO-03-017,Kabupaten Merangin,100000006014
BKO-03-018,Kabupaten Merangin,100000006015
BKO-03-019,Kabupaten Merangin,100000006037
BKO-03-020,Kabupaten Merangin,100000006086
BKO-03-021,Kabupaten Merangin,100000006087
BKO-03-022,Kabupaten Merangin,100000006111
BKO-03-023,Kabupaten Merangin,100000012414
BKS-04-001,Kota Bekasi,100000000057
BKS-04-002,Kota Bekasi,100000000058
BKS-04-003,Kota Bekasi,100000000059
BKS-04-004,Kota Bekasi,100000000061
BKS-04-005,Kota Bekasi,100000000062
BKS-04-006,Kota Bekasi,100000000160
BKS-04-007,Kota Bekasi,100000000161
BKS-04-008,Kota Bekasi,100000000163
BKS-04-009,Kota Bekasi,100000000164
BKS-04-010,Kota Bekasi,100000000166
BKS-04-011,Kota Bekasi,100000000168
BKS-04-012,Kota Bekasi,100000000170
BKS-04-013,Kota Bekasi,100000000179
BKS-04-014,Kota Bekasi,100000000180
BKS-04-015,Kota Bekasi,100000000972
BKS-04-016,Kota Bekasi,100000001284
BKS-04-017,Kota Bekasi,100000001286
BKS-04-018,Kota Bekasi,100000001287
BKS-04-019,Kota Bekasi,100000001288
BKS-04-020,Kota Bekasi,100000001291
BKS-04-021,Kota Bekasi,100000001293
BKS-04-022,Kota Bekasi,100000001595
BKS-04-023,Kota Bekasi,100000001597
BKS-04-024,Kota Bekasi,100000001598
BKS-04-025,Kota Bekasi,100000001603
BKS-04-026,Kota Bekasi,100000001604
BKS-04-027,Kota Bekasi,100000001607
BKS-04-028,Kota Bekasi,100000001609
BKS-04-029,Kota Bekasi,100000001611
BKS-04-030,Kota Bekasi,100000001613
BKS-04-031,Kota Bekasi,100000001615
BKS-04-032,Kota Bekasi,100000001617
BKS-04-033,Kota Bekasi,100000001620
BKS-04-034,Kota Bekasi,100000001622
BKS-04-035,Kota Bekasi,100000004658
BKS-04-036,Kota Bekasi,100000004985
